pair,count,%,raw,raw%
hr,81,0.0810,11090716,0.0803
ys,80,0.0800,10932691,0.0792
hu,79,0.0790,10900598,0.0789
tw,77,0.0770,10579408,0.0766
oa,77,0.0770,10557323,0.0765
vo,75,0.0750,10228356,0.0741
cc,74,0.0740,10200545,0.0739
aw,73,0.0730,10042808,0.0727
nk,73,0.0730,9965177,0.0722
ok,73,0.0730,9937337,0.0720
rv,71,0.0710,9669193,0.0700
gn,68,0.0680,9381178,0.0679
gl,65,0.0650,8931013,0.0647
sl,63,0.0630,8688105,0.0629
ik,61,0.0610,8305985,0.0602
ks,60,0.0600,8265673,0.0599
nf,60,0.0600,8169141,0.0592
fl,59,0.0590,8069658,0.0584
sm,58,0.0580,7984332,0.0578
iz,57,0.0570,7778581,0.0563
ja,56,0.0560,7608258,0.0551
nl,55,0.0550,7472729,0.0541
ps,54,0.0540,7323989,0.0530
eb,53,0.0530,7290866,0.0528
gs,52,0.0520,7092490,0.0514
ze,52,0.0520,7064836,0.0512
nv,51,0.0510,7029937,0.0509
eu,51,0.0510,7011952,0.0508
my,50,0.0500,6898758,0.0500
ka,49,0.0490,6704172,0.0486
sy,49,0.0490,6687663,0.0484
xp,47,0.0470,6451850,0.0467
dd,46,0.0460,6401563,0.0464
kn,44,0.0440,6209034,0.0450
sk,44,0.0440,6177380,0.0447
hy,43,0.0430,6034224,0.0437
je,43,0.0430,6025981,0.0436
dy,43,0.0430,5996466,0.0434
oy,42,0.0420,5816435,0.0421
tc,41,0.0410,5686017,0.0412
oe,40,0.0400,5590468,0.0405
nm,40,0.0400,5576829,0.0404
cy,39,0.0390,5507451,0.0399
ws,39,0.0390,5433832,0.0394
bs,38,0.0380,5350723,0.0388
lf,38,0.0380,5317750,0.0385
ya,38,0.0380,5316366,0.0385
lm,38,0.0380,5289926,0.0383
rp,38,0.0380,5255948,0.0381
xt,37,0.0370,5194073,0.0376
yi,34,0.0340,4824435,0.0349
eq,34,0.0340,4806194,0.0348
wr,33,0.0330,4568957,0.0331
hn,32,0.0320,4552364,0.0330
ah,32,0.0320,4517824,0.0327
uk,32,0.0320,4467496,0.0324
za,32,0.0320,4436767,0.0321
dl,32,0.0320,4417128,0.0320
rb,31,0.0310,4400103,0.0319
oh,31,0.0310,4328416,0.0313
ek,30,0.0300,4148841,0.0300
eh,29,0.0290,4121940,0.0299
dg,29,0.0290,4073364,0.0295
lv,29,0.0290,4051629,0.0293
rf,28,0.0280,3988117,0.0289
xi,28,0.0280,3980251,0.0288
tm,28,0.0280,3918955,0.0284
ae,28,0.0280,3899863,0.0282
ko,28,0.0280,3867251,0.0280
az,27,0.0270,3774460,0.0273
cs,27,0.0270,3755328,0.0272
sn,26,0.0260,3699564,0.0268
gg,26,0.0260,3687164,0.0267
sw,25,0.0250,3571509,0.0259
lb,25,0.0250,3465898,0.0251
gy,25,0.0250,3454188,0.0250
ym,23,0.0230,3225847,0.0234
yl,22,0.0220,3126262,0.0226
ix,22,0.0220,3113633,0.0225
lp,21,0.0210,2985093,0.0216
lk,21,0.0210,2974348,0.0215
zi,21,0.0210,2952338,0.0214
dn,21,0.0210,2918508,0.0211
bb,20,0.0200,2847164,0.0206
ax,20,0.0200,2820295,0.0204
xa,20,0.0200,2812139,0.0204
aj,20,0.0200,2775985,0.0201
dm,19,0.0190,2754918,0.0200
xe,19,0.0190,2652786,0.0192
yp,19,0.0190,2643766,0.0191
pm,19,0.0190,2627848,0.0190
iu,18,0.0180,2594578,0.0188
hs,18,0.0180,2586457,0.0187
ox,18,0.0180,2506713,0.0182
dv,17,0.0170,2450733,0.0177
tb,17,0.0170,2441639,0.0177
yn,17,0.0170,2434629,0.0176
uf,17,0.0170,2380215,0.0172
ii,16,0.0160,2339664,0.0169
hl,16,0.0160,2267631,0.0164
rw,16,0.0160,2250211,0.0163
nh,15,0.0150,2200807,0.0159
yt,15,0.0150,2191423,0.0159
xc,15,0.0150,2177710,0.0158
kl,15,0.0150,2155610,0.0156
gt,15,0.0150,2139272,0.0155
mr,14,0.0140,2053477,0.0149
rh,14,0.0140,2023319,0.0147
sb,14,0.0140,1941670,0.0141
sf,13,0.0130,1928211,0.0140
hm,13,0.0130,1907695,0.0138
kr,13,0.0130,1894295,0.0137
lw,13,0.0130,1853989,0.0134
ky,13,0.0130,1851264,0.0134
yr,13,0.0130,1810526,0.0131
nj,12,0.0120,1792520,0.0130
yc,12,0.0120,1792296,0.0130
sr,12,0.0120,1788187,0.0130
tn,12,0.0120,1784873,0.0129
lc,12,0.0120,1690514,0.0122
ku,12,0.0120,1688130,0.0122
dw,11,0.0110,1655628,0.0120
nr,11,0.0110,1632696,0.0118
ji,11,0.0110,1608183,0.0116
kh,11,0.0110,1577291,0.0114
zo,11,0.0110,1575851,0.0114
nb,11,0.0110,1570423,0.0114
mc,11,0.0110,1552624,0.0112
sq,11,0.0110,1522560,0.0110
aa,11,0.0110,1522225,0.0110
wl,10,0.0100,1501167,0.0109
oj,10,0.0100,1496804,0.0108
py,10,0.0100,1438644,0.0104
bt,10,0.0100,1429912,0.0104
ez,10,0.0100,1418392,0.0103
lr,10,0.0100,1384433,0.0100
