pair,count,%,raw,raw%
ku,21947,0.0044,60076,0.0044
cd,21797,0.0044,59664,0.0044
dq,21671,0.0043,59320,0.0043
bb,21451,0.0043,58716,0.0043
yl,21155,0.0042,57906,0.0042
ez,20421,0.0041,55897,0.0041
mn,19888,0.0040,54439,0.0040
uk,19840,0.0040,54307,0.0040
cp,19220,0.0038,52610,0.0038
tf,19194,0.0038,52540,0.0038
kl,18902,0.0038,51741,0.0038
yu,18477,0.0037,50577,0.0037
yn,18380,0.0037,50310,0.0037
bp,18084,0.0036,49500,0.0036
dn,17676,0.0035,48385,0.0035
uo,17635,0.0035,48272,0.0035
uv,17156,0.0034,46961,0.0034
fp,16993,0.0034,46515,0.0034
hd,16687,0.0033,45678,0.0033
py,16608,0.0033,45462,0.0033
kr,16377,0.0033,44830,0.0033
ej,16366,0.0033,44799,0.0033
cq,15707,0.0031,42996,0.0031
tz,15618,0.0031,42751,0.0031
bc,15389,0.0031,42125,0.0031
dh,15292,0.0031,41858,0.0031
lk,14959,0.0030,40947,0.0030
dw,14699,0.0029,40237,0.0029
lb,14503,0.0029,39700,0.0029
pc,14487,0.0029,39654,0.0029
uw,14246,0.0028,38996,0.0028
fs,14021,0.0028,38379,0.0028
ky,13912,0.0028,38081,0.0028
oz,13769,0.0028,37691,0.0028
ml,13747,0.0027,37630,0.0027
lw,13456,0.0027,36834,0.0027
kg,13245,0.0026,36256,0.0026
kp,13183,0.0026,36087,0.0026
rz,13152,0.0026,36002,0.0026
nw,12632,0.0025,34578,0.0025
rh,12384,0.0025,33899,0.0025
nz,12329,0.0025,33749,0.0025
wf,12086,0.0024,33082,0.0024
zu,12020,0.0024,32904,0.0024
ux,11812,0.0024,32333,0.0024
bd,11642,0.0023,31869,0.0023
db,11502,0.0023,31486,0.0023
aa,11491,0.0023,31454,0.0023
df,11452,0.0023,31347,0.0023
nq,11162,0.0022,30555,0.0022
hb,11091,0.0022,30361,0.0022
cz,11079,0.0022,30328,0.0022
yt,10750,0.0022,29427,0.0021
fc,10536,0.0021,28840,0.0021
xh,10509,0.0021,28768,0.0021
qa,10237,0.0020,28023,0.0020
iy,10195,0.0020,27908,0.0020
sg,10037,0.0020,27474,0.0020
cm,9895,0.0020,27085,0.0020
ih,9158,0.0018,25069,0.0018
mf,9118,0.0018,24960,0.0018
xx,9076,0.0018,24843,0.0018
uy,8980,0.0018,24582,0.0018
uz,8955,0.0018,24512,0.0018
wg,8753,0.0018,23959,0.0017
md,8574,0.0017,23470,0.0017
tb,8567,0.0017,23452,0.0017
qi,8473,0.0017,23194,0.0017
km,8312,0.0017,22754,0.0017
tv,7487,0.0015,20495,0.0015
yd,7340,0.0015,20093,0.0015
cf,7337,0.0015,20083,0.0015
wy,7300,0.0015,19982,0.0015
zb,7177,0.0014,19647,0.0014
gf,7010,0.0014,19190,0.0014
mc,6890,0.0014,18860,0.0014
nb,6671,0.0013,18262,0.0013
vy,6547,0.0013,17923,0.0013
xv,6388,0.0013,17487,0.0013
fd,6360,0.0013,17410,0.0013
dt,6358,0.0013,17405,0.0013
yz,6290,0.0013,17219,0.0013
td,6118,0.0012,16747,0.0012
sq,6100,0.0012,16699,0.0012
pg,5962,0.0012,16320,0.0012
bh,5940,0.0012,16261,0.0012
bw,5675,0.0011,15534,0.0011
pf,5672,0.0011,15528,0.0011
cw,5165,0.0010,14139,0.0010
hw,5120,0.0010,14015,0.0010
