pair,count,%,raw,raw%
sd,7,0.00700,156,0.00742
sr,7,0.00700,154,0.00732
oj,7,0.00700,153,0.00728
vn,7,0.00700,153,0.00728
nr,7,0.00700,148,0.00704
yz,7,0.00700,148,0.00704
hb,6,0.00600,146,0.00694
tn,6,0.00600,146,0.00694
iq,6,0.00600,136,0.00647
bn,6,0.00600,130,0.00618
hm,6,0.00600,129,0.00614
lm,6,0.00600,128,0.00609
pn,6,0.00600,128,0.00609
yb,5,0.00500,126,0.00599
my,5,0.00500,124,0.00590
dt,5,0.00500,122,0.00580
rb,5,0.00500,122,0.00580
rh,5,0.00500,119,0.00566
xy,5,0.00500,118,0.00561
lr,5,0.00500,117,0.00556
pg,5,0.00500,117,0.00556
ln,5,0.00500,113,0.00537
cq,5,0.00500,110,0.00523
xx,5,0.00500,109,0.00518
iu,5,0.00500,108,0.00514
ya,5,0.00500,107,0.00509
tk,4,0.00400,102,0.00485
nb,4,0.00400,98,0.00466
td,4,0.00400,97,0.00461
ae,4,0.00400,96,0.00457
nh,4,0.00400,96,0.00457
hs,4,0.00400,95,0.00452
sg,4,0.00400,95,0.00452
ux,4,0.00400,94,0.00447
bc,4,0.00400,93,0.00442
ja,4,0.00400,92,0.00438
dc,4,0.00400,90,0.00428
lk,4,0.00400,86,0.00409
wl,4,0.00400,85,0.00404
dk,3,0.00300,84,0.00400
gt,3,0.00300,81,0.00385
gc,3,0.00300,80,0.00381
sv,3,0.00300,80,0.00381
vp,3,0.00300,79,0.00376
gp,3,0.00300,78,0.00371
ii,3,0.00300,75,0.00357
bt,3,0.00300,74,0.00352
xm,3,0.00300,70,0.00333
nj,3,0.00300,69,0.00328
oh,3,0.00300,69,0.00328
bm,3,0.00300,68,0.00323
lb,3,0.00300,68,0.00323
lg,3,0.00300,68,0.00323
df,3,0.00300,67,0.00319
ko,3,0.00300,65,0.00309
yr,3,0.00300,64,0.00304
kt,2,0.00200,63,0.00300
kp,2,0.00200,62,0.00295
bd,2,0.00200,61,0.00290
tg,2,0.00200,61,0.00290
wt,2,0.00200,56,0.00266
yg,2,0.00200,54,0.00257
mt,2,0.00200,51,0.00243
lh,2,0.00200,49,0.00233
qr,2,0.00200,49,0.00233
vu,2,0.00200,49,0.00233
hc,2,0.00200,48,0.00228
ww,2,0.00200,48,0.00228
xh,2,0.00200,46,0.00219
aj,2,0.00200,45,0.00214
gb,2,0.00200,45,0.00214
nx,1,0.00100,42,0.00200
fk,1,0.00100,40,0.00190
kb,1,0.00100,40,0.00190
dj,1,0.00100,38,0.00181
vy,1,0.00100,38,0.00181
mq,1,0.00100,37,0.00176
mv,1,0.00100,36,0.00171
vc,1,0.00100,36,0.00171
cn,1,0.00100,35,0.00166
nq,1,0.00100,34,0.00162
yw,1,0.00100,34,0.00162
ih,1,0.00100,33,0.00157
ez,1,0.00100,32,0.00152
md,1,0.00100,32,0.00152
yf,1,0.00100,32,0.00152
zr,1,0.00100,32,0.00152
dh,1,0.00100,31,0.00147
bv,1,0.00100,29,0.00138
gf,1,0.00100,29,0.00138
rq,1,0.00100,26,0.00124
sb,1,0.00100,26,0.00124
mc,1,0.00100,25,0.00119
ao,1,0.00100,24,0.00114
kh,1,0.00100,24,0.00114
oz,1,0.00100,24,0.00114
aq,1,0.00100,23,0.00109
cm,1,0.00100,23,0.00109
vr,1,0.00100,23,0.00109
ah,1,0.00100,22,0.00105
nw,1,0.00100,22,0.00105
qp,1,0.00100,22,0.00105
tq,1,0.00100,22,0.00105
yq,1,0.00100,22,0.00105
kw,0,0.00000,21,0.00100
pf,0,0.00000,21,0.00100
qt,0,0.00000,21,0.00100
mw,0,0.00000,20,0.00095
jw,0,0.00000,19,0.00090
kd,0,0.00000,19,0.00090
mf,0,0.00000,19,0.00090
vs,0,0.00000,19,0.00090
wc,0,0.00000,19,0.00090
cf,0,0.00000,18,0.00086
mg,0,0.00000,18,0.00086
qs,0,0.00000,18,0.00086
bh,0,0.00000,17,0.00081
ky,0,0.00000,17,0.00081
mz,0,0.00000,17,0.00081
zc,0,0.00000,17,0.00081
gd,0,0.00000,16,0.00076
km,0,0.00000,16,0.00076
kr,0,0.00000,16,0.00076
tx,0,0.00000,16,0.00076
wb,0,0.00000,15,0.00071
xr,0,0.00000,15,0.00071
zy,0,0.00000,15,0.00071
bp,0,0.00000,14,0.00067
fd,0,0.00000,14,0.00067
mr,0,0.00000,14,0.00067
pb,0,0.00000,14,0.00067
fm,0,0.00000,13,0.00062
fp,0,0.00000,13,0.00062
kc,0,0.00000,13,0.00062
qo,0,0.00000,13,0.00062
xf,0,0.00000,13,0.00062
bf,0,0.00000,12,0.00057
fc,0,0.00000,12,0.00057
gw,0,0.00000,12,0.00057
xd,0,0.00000,12,0.00057
yv,0,0.00000,12,0.00057
gz,0,0.00000,11,0.00052
bb,0,0.00000,10,0.00048
fn,0,0.00000,10,0.00048
wd,0,0.00000,10,0.00048
lq,0,0.00000,9,0.00043
uy,0,0.00000,9,0.00043
uz,0,0.00000,9,0.00043
wf,0,0.00000,9,0.00043
wm,0,0.00000,9,0.00043
yd,0,0.00000,9,0.00043
kv,0,0.00000,8,0.00038
pw,0,0.00000,8,0.00038
wu,0,0.00000,8,0.00038
xs,0,0.00000,8,0.00038
zv,0,0.00000,8,0.00038
zz,0,0.00000,8,0.00038
cb,0,0.00000,7,0.00033
fb,0,0.00000,7,0.00033
vt,0,0.00000,7,0.00033
xb,0,0.00000,7,0.00033
bk,0,0.00000,6,0.00029
hv,0,0.00000,6,0.00029
qa,0,0.00000,6,0.00029
wg,0,0.00000,6,0.00029
yu,0,0.00000,6,0.00029
cj,0,0.00000,5,0.00024
fg,0,0.00000,5,0.00024
fq,0,0.00000,5,0.00024
gk,0,0.00000,5,0.00024
gq,0,0.00000,5,0.00024
gx,0,0.00000,5,0.00024
mk,0,0.00000,5,0.00024
pv,0,0.00000,5,0.00024
qd,0,0.00000,5,0.00024
vh,0,0.00000,5,0.00024
bw,0,0.00000,4,0.00019
pk,0,0.00000,4,0.00019
qn,0,0.00000,4,0.00019
zt,0,0.00000,4,0.00019
jc,0,0.00000,3,0.00014
jd,0,0.00000,3,0.00014
ji,0,0.00000,3,0.00014
jp,0,0.00000,3,0.00014
kz,0,0.00000,3,0.00014
qi,0,0.00000,3,0.00014
rx,0,0.00000,3,0.00014
sj,0,0.00000,3,0.00014
vf,0,0.00000,3,0.00014
wk,0,0.00000,3,0.00014
wp,0,0.00000,3,0.00014
xv,0,0.00000,3,0.00014
yy,0,0.00000,3,0.00014
zk,0,0.00000,3,0.00014
