pair,count,%,raw,raw%
mc,1,0.00100,44,0.00146
gd,1,0.00100,43,0.00143
oh,1,0.00100,40,0.00133
cn,1,0.00100,38,0.00126
hc,1,0.00100,38,0.00126
kv,1,0.00100,37,0.00123
wp,1,0.00100,37,0.00123
km,1,0.00100,35,0.00116
xs,1,0.00100,34,0.00113
yw,1,0.00100,34,0.00113
vk,1,0.00100,32,0.00106
bd,1,0.00100,31,0.00103
kp,1,0.00100,31,0.00103
vy,1,0.00100,31,0.00103
xy,1,0.00100,31,0.00103
gf,0,0.00000,30,0.00100
vr,0,0.00000,30,0.00100
wd,0,0.00000,30,0.00100
fq,0,0.00000,29,0.00096
cq,0,0.00000,28,0.00093
nw,0,0.00000,28,0.00093
qd,0,0.00000,28,0.00093
wc,0,0.00000,28,0.00093
wv,0,0.00000,28,0.00093
zn,0,0.00000,27,0.00090
pk,0,0.00000,26,0.00086
ii,0,0.00000,25,0.00083
zl,0,0.00000,25,0.00083
kr,0,0.00000,24,0.00080
zc,0,0.00000,24,0.00080
bf,0,0.00000,23,0.00076
hw,0,0.00000,23,0.00076
kd,0,0.00000,23,0.00076
mg,0,0.00000,23,0.00076
mk,0,0.00000,23,0.00076
yu,0,0.00000,23,0.00076
fg,0,0.00000,22,0.00073
qt,0,0.00000,22,0.00073
ww,0,0.00000,22,0.00073
fm,0,0.00000,21,0.00070
wj,0,0.00000,21,0.00070
dk,0,0.00000,20,0.00066
pw,0,0.00000,20,0.00066
rq,0,0.00000,20,0.00066
zz,0,0.00000,20,0.00066
zk,0,0.00000,19,0.00063
gw,0,0.00000,18,0.00060
hz,0,0.00000,18,0.00060
ky,0,0.00000,18,0.00060
sj,0,0.00000,18,0.00060
xf,0,0.00000,18,0.00060
yf,0,0.00000,18,0.00060
bq,0,0.00000,17,0.00056
gk,0,0.00000,17,0.00056
lh,0,0.00000,17,0.00056
qs,0,0.00000,17,0.00056
wg,0,0.00000,17,0.00056
bb,0,0.00000,16,0.00053
lj,0,0.00000,16,0.00053
pb,0,0.00000,16,0.00053
cb,0,0.00000,15,0.00050
fd,0,0.00000,15,0.00050
gv,0,0.00000,15,0.00050
yk,0,0.00000,15,0.00050
bh,0,0.00000,14,0.00046
bv,0,0.00000,13,0.00043
vl,0,0.00000,13,0.00043
jq,0,0.00000,12,0.00040
sb,0,0.00000,12,0.00040
xn,0,0.00000,12,0.00040
yy,0,0.00000,12,0.00040
zy,0,0.00000,12,0.00040
hv,0,0.00000,11,0.00036
kh,0,0.00000,11,0.00036
sx,0,0.00000,11,0.00036
uk,0,0.00000,11,0.00036
uy,0,0.00000,11,0.00036
xv,0,0.00000,11,0.00036
uw,0,0.00000,10,0.00033
wf,0,0.00000,10,0.00033
kw,0,0.00000,9,0.00030
rx,0,0.00000,9,0.00030
zp,0,0.00000,9,0.00030
ih,0,0.00000,8,0.00027
ij,0,0.00000,8,0.00027
mj,0,0.00000,8,0.00027
xo,0,0.00000,8,0.00027
yj,0,0.00000,8,0.00027
sz,0,0.00000,7,0.00023
tj,0,0.00000,7,0.00023
vt,0,0.00000,7,0.00023
xl,0,0.00000,7,0.00023
dq,0,0.00000,6,0.00020
fw,0,0.00000,6,0.00020
mw,0,0.00000,6,0.00020
nz,0,0.00000,6,0.00020
qp,0,0.00000,6,0.00020
gq,0,0.00000,5,0.00017
hg,0,0.00000,5,0.00017
hh,0,0.00000,5,0.00017
ji,0,0.00000,5,0.00017
mq,0,0.00000,5,0.00017
cw,0,0.00000,4,0.00013
fp,0,0.00000,4,0.00013
hk,0,0.00000,4,0.00013
qm,0,0.00000,4,0.00013
qr,0,0.00000,4,0.00013
xh,0,0.00000,4,0.00013
xq,0,0.00000,4,0.00013
xr,0,0.00000,4,0.00013
xu,0,0.00000,4,0.00013
yh,0,0.00000,4,0.00013
zh,0,0.00000,4,0.00013
