pair,count,%,raw,raw%
lc,12,0.01200,246,0.01229
sm,11,0.01100,239,0.01194
lr,11,0.01100,235,0.01174
ya,11,0.01100,233,0.01164
dt,11,0.01100,232,0.01159
dc,11,0.01100,223,0.01114
pd,10,0.01000,215,0.01074
hs,10,0.01000,213,0.01064
lp,10,0.01000,213,0.01064
ju,10,0.01000,211,0.01054
kn,10,0.01000,207,0.01034
ka,10,0.01000,206,0.01029
uf,10,0.01000,204,0.01019
sf,9,0.00900,199,0.00994
mn,9,0.00900,196,0.00979
dk,9,0.00900,195,0.00974
lf,9,0.00900,192,0.00959
iu,9,0.00900,191,0.00954
td,9,0.00900,190,0.00949
yz,9,0.00900,188,0.00939
iq,8,0.00800,175,0.00874
bt,8,0.00800,173,0.00864
db,8,0.00800,165,0.00824
tb,7,0.00700,160,0.00799
lw,7,0.00700,159,0.00794
sv,7,0.00700,159,0.00794
hm,7,0.00700,157,0.00784
hn,7,0.00700,157,0.00784
sd,7,0.00700,154,0.00769
yl,7,0.00700,148,0.00739
ln,7,0.00700,141,0.00704
sb,7,0.00700,141,0.00704
tk,6,0.00600,138,0.00689
rw,6,0.00600,134,0.00669
nb,6,0.00600,129,0.00644
dv,6,0.00600,128,0.00639
yd,6,0.00600,128,0.00639
dg,6,0.00600,126,0.00629
lv,6,0.00600,126,0.00629
yv,6,0.00600,123,0.00614
pm,5,0.00500,116,0.00579
dp,5,0.00500,114,0.00569
yr,5,0.00500,114,0.00569
ja,5,0.00500,113,0.00564
gm,5,0.00500,112,0.00559
dn,5,0.00500,111,0.00555
cm,5,0.00500,110,0.00550
tx,5,0.00500,110,0.00550
eu,5,0.00500,109,0.00545
lg,5,0.00500,108,0.00540
cy,5,0.00500,104,0.00520
pc,4,0.00400,99,0.00495
mr,4,0.00400,96,0.00480
ql,4,0.00400,96,0.00480
tq,4,0.00400,96,0.00480
bc,4,0.00400,94,0.00470
gd,4,0.00400,94,0.00470
hd,4,0.00400,90,0.00450
lb,4,0.00400,89,0.00445
tg,4,0.00400,89,0.00445
hy,4,0.00400,88,0.00440
uo,4,0.00400,87,0.00435
kt,4,0.00400,85,0.00425
yb,4,0.00400,83,0.00415
gb,4,0.00400,81,0.00405
lk,3,0.00300,80,0.00400
fs,3,0.00300,78,0.00390
ej,3,0.00300,76,0.00380
kl,3,0.00300,75,0.00375
js,3,0.00300,74,0.00370
yf,3,0.00300,73,0.00365
lm,3,0.00300,72,0.00360
ko,3,0.00300,71,0.00355
yg,3,0.00300,71,0.00355
md,3,0.00300,70,0.00350
az,3,0.00300,69,0.00345
gc,3,0.00300,69,0.00345
hl,3,0.00300,68,0.00340
xo,3,0.00300,68,0.00340
sr,3,0.00300,65,0.00325
xv,3,0.00300,65,0.00325
wl,2,0.00200,60,0.00300
kb,2,0.00200,59,0.00295
oh,2,0.00200,58,0.00290
hc,2,0.00200,56,0.00280
mc,2,0.00200,56,0.00280
rh,2,0.00200,55,0.00275
wm,2,0.00200,54,0.00270
cd,2,0.00200,53,0.00265
wd,2,0.00200,53,0.00265
zi,2,0.00200,53,0.00265
fn,2,0.00200,51,0.00255
kd,2,0.00200,51,0.00255
df,2,0.00200,50,0.00250
kf,2,0.00200,50,0.00250
vs,2,0.00200,50,0.00250
pb,2,0.00200,49,0.00245
nw,2,0.00200,48,0.00240
aj,2,0.00200,47,0.00235
dm,2,0.00200,47,0.00235
fw,2,0.00200,47,0.00235
nr,2,0.00200,46,0.00230
rj,2,0.00200,45,0.00225
pj,2,0.00200,44,0.00220
gv,2,0.00200,43,0.00215
cp,2,0.00200,42,0.00210
mf,2,0.00200,42,0.00210
yq,2,0.00200,41,0.00205
wt,1,0.00100,40,0.00200
kr,1,0.00100,39,0.00195
xs,1,0.00100,39,0.00195
mt,1,0.00100,38,0.00190
sg,1,0.00100,38,0.00190
gf,1,0.00100,37,0.00185
ah,1,0.00100,35,0.00175
cf,1,0.00100,35,0.00175
bb,1,0.00100,34,0.00170
gq,1,0.00100,34,0.00170
kw,1,0.00100,34,0.00170
pw,1,0.00100,34,0.00170
zy,1,0.00100,34,0.00170
wc,1,0.00100,33,0.00165
dq,1,0.00100,31,0.00155
fc,1,0.00100,31,0.00155
xy,1,0.00100,30,0.00150
bn,1,0.00100,28,0.00140
wp,1,0.00100,28,0.00140
gw,1,0.00100,27,0.00135
qr,1,0.00100,27,0.00135
gy,1,0.00100,26,0.00130
mv,1,0.00100,26,0.00130
pf,1,0.00100,26,0.00130
ij,1,0.00100,25,0.00125
kh,1,0.00100,25,0.00125
wg,1,0.00100,24,0.00120
xf,1,0.00100,24,0.00120
aa,1,0.00100,23,0.00115
ku,1,0.00100,23,0.00115
lh,1,0.00100,23,0.00115
xn,1,0.00100,23,0.00115
pg,1,0.00100,22,0.00110
rq,1,0.00100,22,0.00110
zu,1,0.00100,22,0.00110
ww,1,0.00100,21,0.00105
yy,1,0.00100,21,0.00105
cb,0,0.00000,20,0.00100
kc,0,0.00000,20,0.00100
vc,0,0.00000,20,0.00100
bf,0,0.00000,19,0.00095
bq,0,0.00000,19,0.00095
hw,0,0.00000,19,0.00095
cn,0,0.00000,18,0.00090
mw,0,0.00000,17,0.00085
tz,0,0.00000,17,0.00085
zo,0,0.00000,17,0.00085
ez,0,0.00000,16,0.00080
hp,0,0.00000,16,0.00080
hq,0,0.00000,16,0.00080
kg,0,0.00000,16,0.00080
mq,0,0.00000,16,0.00080
xd,0,0.00000,16,0.00080
xx,0,0.00000,16,0.00080
cw,0,0.00000,15,0.00075
dh,0,0.00000,15,0.00075
