pair,count,%,raw,raw%
vi,448,0.44800,33856,0.44762
ev,445,0.44500,33596,0.44418
rt,441,0.44100,33334,0.44072
un,438,0.43800,33066,0.43718
sp,427,0.42700,32225,0.42606
ll,413,0.41300,31200,0.41251
ut,397,0.39700,29955,0.39605
ef,390,0.39000,29448,0.38934
lo,386,0.38600,29190,0.38593
si,386,0.38600,29121,0.38502
el,384,0.38400,29043,0.38399
ci,383,0.38300,28926,0.38244
op,376,0.37600,28427,0.37584
as,370,0.37000,27934,0.36933
fa,369,0.36900,27891,0.36876
om,368,0.36800,27810,0.36769
ex,365,0.36500,27583,0.36468
id,363,0.36300,27399,0.36225
em,362,0.36200,27342,0.36150
ei,359,0.35900,27093,0.35821
tu,357,0.35700,26951,0.35633
cr,355,0.35500,26846,0.35494
ad,349,0.34900,26388,0.34889
ol,344,0.34400,25949,0.34308
rm,340,0.34000,25648,0.33910
na,339,0.33900,25573,0.33811
po,332,0.33200,25073,0.33150
ty,332,0.33200,25067,0.33142
la,329,0.32900,24879,0.32893
pa,325,0.32500,24580,0.32498
nf,324,0.32400,24499,0.32391
ch,323,0.32300,24425,0.32293
sc,307,0.30700,23187,0.30656
ap,304,0.30400,22979,0.30381
il,304,0.30400,22943,0.30334
am,301,0.30100,22721,0.30040
ue,297,0.29700,22441,0.29670
ag,294,0.29400,22165,0.29305
od,290,0.29000,21929,0.28993
oc,289,0.28900,21829,0.28861
wi,276,0.27600,20841,0.27555
pl,276,0.27600,20819,0.27526
ia,275,0.27500,20764,0.27453
ee,269,0.26900,20278,0.26810
hi,265,0.26500,20008,0.26453
ho,261,0.26100,19698,0.26043
ip,257,0.25700,19381,0.25624
so,254,0.25400,19199,0.25384
ai,251,0.25100,18958,0.25065
fu,250,0.25000,18873,0.24953
da,246,0.24600,18567,0.24548
va,246,0.24600,18554,0.24531
lu,237,0.23700,17919,0.23691
be,232,0.23200,17486,0.23119
um,232,0.23200,17482,0.23114
mp,230,0.23000,17327,0.22909
rs,230,0.23000,17323,0.22903
ob,227,0.22700,17131,0.22650
mi,221,0.22100,16691,0.22068
ry,218,0.21800,16475,0.21782
ab,216,0.21600,16293,0.21542
