keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_mupf,dneal,wzkg_,vyrb_,hitos,qcxj_,dnealhitos,1167.527783,17.35%,←000.57%,39.24%,←000.61%,57530532238.73,←000.97%,←000.99%,1.69,←000.26%,1.69,1.68,07.41% │ 09.35% │ 11.55% │ 12.53% │ 09.40%,09.00% │ 12.66% │ 11.20% │ 09.36% │ 07.55%,05.51% │ 10.22% │ 15.49% │ 12.47% │ 06.45%,05.86% │ 12.62% │ 15.52% │ 09.41% │ 06.45%,→001.84% │ →000.09% │ ←003.12% │ →000.98% │ ←004.47%,24.39%,64.65%,10.95%,→003.32% │ →001.56% │ ←029.35%,50.24%,49.76%,50.15%,49.85%,28903456273.90,28627075964.83,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,dneal,wzkg_,vbry_,hitos,qcjx_,dnealhitos,1167.440099,17.35%,←000.57%,39.24%,←000.61%,57577552110.13,←000.80%,←000.99%,1.69,←000.26%,1.69,1.68,07.40% │ 09.35% │ 11.54% │ 12.52% │ 09.39%,08.99% │ 12.51% │ 11.21% │ 09.55% │ 07.54%,05.51% │ 10.22% │ 15.49% │ 12.47% │ 06.45%,05.86% │ 12.54% │ 15.55% │ 09.46% │ 06.45%,→001.89% │ →002.12% │ ←002.91% │ ←000.12% │ ←004.46%,24.47%,64.60%,10.94%,→004.02% │ →001.55% │ ←029.49%,50.20%,49.80%,50.15%,49.85%,28903456273.90,28674095836.23,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,lnead,wzkg_,vbry_,htios,qcjx_,lneadhtios,1165.985301,17.35%,←000.57%,39.24%,←000.61%,57649598227.91,→000.60%,←000.99%,1.69,←000.26%,1.69,1.68,07.76% │ 09.34% │ 11.50% │ 12.30% │ 08.95%,09.06% │ 12.36% │ 11.62% │ 09.51% │ 07.59%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 13.74% │ 14.35% │ 09.46% │ 06.45%,←002.16% │ →001.85% │ →000.98% │ →000.50% │ →001.26%,24.32%,65.04%,10.65%,→003.13% │ →004.83% │ ←037.87%,49.85%,50.15%,50.15%,49.85%,28737601049.90,28911997178.01,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,lnead,wzkg_,vbry_,htios,qcxj_,lneadhtios,1165.952502,17.35%,←000.57%,39.24%,←000.61%,57662584010.53,→000.65%,←000.99%,1.69,←000.26%,1.69,1.68,07.76% │ 09.33% │ 11.50% │ 12.30% │ 08.95%,09.06% │ 12.36% │ 11.58% │ 09.58% │ 07.59%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 13.74% │ 14.31% │ 09.49% │ 06.45%,←002.16% │ →002.54% │ →000.65% │ →000.46% │ →001.26%,24.31%,65.04%,10.65%,→003.13% │ →004.89% │ ←037.73%,49.84%,50.16%,50.15%,49.85%,28737601049.90,28924982960.63,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,lnead,wzkg_,vyrb_,htios,qcxj_,lneadhtios,1165.262908,17.35%,←000.57%,39.24%,←000.61%,57663888912.88,→000.65%,←000.99%,1.69,←000.26%,1.69,1.68,07.76% │ 09.33% │ 11.50% │ 12.30% │ 08.95%,09.06% │ 12.59% │ 11.58% │ 09.35% │ 07.59%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 13.83% │ 14.31% │ 09.41% │ 06.45%,←002.22% │ →000.13% │ →000.71% │ →002.28% │ →001.26%,24.30%,65.05%,10.65%,→003.03% │ →004.92% │ ←037.66%,49.84%,50.16%,50.15%,49.85%,28737601049.90,28926287862.98,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mkug,rneod,_xfwz,vbly_,hitas,_cpqj,satihdoenr,1163.269952,18.27%,←000.73%,36.12%,→001.00%,58931766130.73,→000.41%,→000.63%,1.78,←000.29%,1.78,1.78,08.01% │ 09.47% │ 11.22% │ 12.05% │ 09.15%,08.65% │ 12.29% │ 11.51% │ 09.85% │ 07.80%,06.53% │ 10.28% │ 14.90% │ 12.03% │ 06.00%,05.76% │ 12.54% │ 15.21% │ 10.07% │ 06.68%,←002.76% │ →003.92% │ →002.51% │ →002.02% │ ←005.79%,21.86%,66.00%,12.15%,←007.33% │ ←002.74% │ →026.69%,49.90%,50.10%,49.75%,50.25%,29404906297.54,29526859833.19,8593251766,8679758687,6239571020,1583986529,1572542629,3772255700,3796072935
_mkug,rneod,_xfwq,vbly_,hitas,_cpzj,satihdoenr,1162.111324,18.51%,←000.89%,35.98%,→001.11%,58984692355.14,→000.61%,→000.93%,1.78,←000.14%,1.79,1.78,08.01% │ 09.46% │ 11.16% │ 12.13% │ 09.10%,08.65% │ 12.30% │ 11.50% │ 09.92% │ 07.79%,06.53% │ 10.28% │ 14.90% │ 12.03% │ 05.97%,05.76% │ 12.54% │ 15.21% │ 10.10% │ 06.68%,←002.76% │ →004.68% │ →003.00% │ →001.33% │ ←005.25%,21.95%,65.91%,12.14%,←008.31% │ ←002.39% │ →027.81%,49.85%,50.15%,49.72%,50.28%,29402548495.12,29582143860.02,8588225434,8684785019,6214941094,1605373168,1591175150,3778701648,3814256913
_mkug,rneod,_xfwz,bylv_,hitas,_cpjq,satihdoenr,1161.636461,18.27%,←000.73%,36.12%,→001.00%,58970508652.60,→000.54%,→000.63%,1.78,←000.29%,1.78,1.78,08.01% │ 09.46% │ 11.21% │ 12.04% │ 09.15%,09.34% │ 12.45% │ 11.61% │ 09.13% │ 07.61%,06.53% │ 10.28% │ 14.90% │ 12.03% │ 06.00%,06.30% │ 12.62% │ 15.21% │ 09.58% │ 06.55%,←005.28% │ ←003.64% │ →003.41% │ →003.34% │ →002.07%,22.03%,65.86%,12.11%,←005.48% │ ←003.02% │ →026.39%,49.86%,50.14%,49.75%,50.25%,29404906297.54,29565602355.06,8593251766,8679758687,6239571020,1583986529,1572542629,3772255700,3796072935
_mkug,rneod,_xfwz,bvly_,hatis,_cpjq,sitahdoenr,1157.725094,18.27%,←000.73%,36.12%,→001.00%,59169503248.47,→001.21%,→000.63%,1.78,←000.29%,1.78,1.78,07.98% │ 09.43% │ 11.18% │ 12.00% │ 09.12%,09.32% │ 12.58% │ 11.40% │ 09.40% │ 07.60%,06.53% │ 10.28% │ 14.90% │ 12.03% │ 06.00%,06.30% │ 12.67% │ 15.21% │ 09.52% │ 06.55%,←004.94% │ ←000.26% │ →001.92% │ →004.60% │ →002.25%,21.95%,66.06%,11.99%,←005.49% │ ←001.70% │ →025.51%,49.70%,50.30%,49.75%,50.25%,29404906297.54,29764596950.93,8593251766,8679758687,6239571020,1583986529,1572542629,3772255700,3796072935
_bumy,laend,wxzcq,_frg_,hitos,vpjk_,laendhitos,1153.900252,18.49%,←000.56%,38.54%,→000.14%,57443461436.22,→000.77%,←000.98%,1.71,←000.79%,1.71,1.70,07.91% │ 10.06% │ 10.58% │ 12.44% │ 08.82%,08.62% │ 12.12% │ 11.30% │ 10.57% │ 07.58%,05.96% │ 10.08% │ 14.88% │ 13.42% │ 05.63%,05.76% │ 11.92% │ 15.55% │ 10.36% │ 06.45%,←004.33% │ →004.82% │ →006.39% │ ←002.64% │ ←002.26%,23.36%,63.88%,12.76%,→006.98% │ →003.07% │ ←025.68%,49.81%,50.19%,49.96%,50.04%,28610391886.69,28833069549.53,8630319141,8642691312,6656385147,1601502613,1592535534,3593157008,3558357500
