keys_1, keys_2, keys_3, keys_4, keys_5, keys_6, fitness, count_ratio, effort, left_effort, left_effort_ratio, left_count, left_count_ratio, right_effort, right_effort_ratio, right_count, right_count_ratio, bigram_switches, switch_ratio, row_switch_cost, row_switch_ratio
_csbq, tnaih, ___gz, vkdmx, freou, jlypw, 1.4822, 1.02, 55834537246.70, 25784762763.50, 46.18%, 8721971273, 50.49%, 30049774483.20, 53.82%, 8551039180, 49.51%, 6013030779, 34.81%, 3838890794, 22.22%
_cth_, bsaiw, _zylk, quof_, prenm, jdgvx, 1.4818, 0.97, 54338640438.70, 25973906999.10, 47.80%, 8509287693, 49.26%, 28364733439.60, 52.20%, 8763722760, 50.74%, 5985527144, 34.65%, 4902618905, 28.38%
_cskz, tniah, ___gq, pfdmw, breou, xlyvj, 1.4809, 0.98, 55621013258.10, 25126148352.50, 45.17%, 8571097117, 49.62%, 30494864905.60, 54.83%, 8701913336, 50.38%, 5827446280, 33.74%, 4124462925, 23.88%
_cskz, tniah, ___gj, vfowx, bredu, qlypm, 1.4807, 0.99, 55644215616.90, 25227027732.60, 45.34%, 8593648317, 49.75%, 30417187884.30, 54.66%, 8679362136, 50.25%, 5830830825, 33.76%, 4114726299, 23.82%
fmow_, usarp, kbylq, jhtc_, _ieng, zdxv_, 1.4797, 0.95, 54654035052.80, 28167847202.40, 51.54%, 8403333315, 48.65%, 26486187850.40, 48.46%, 8869677138, 51.35%, 6029689195, 34.91%, 4621285073, 26.75%
_ucdq, maerp, ybvlk, _htw_, finos, _gzjx, 1.4785, 1.04, 55584967839.20, 30243711340.10, 54.41%, 8802734647, 50.96%, 25341256499.10, 45.59%, 8470275806, 49.04%, 5965642484, 34.54%, 4089886460, 23.68%
kmuvz, niaog, fbylw, jpch_, qtesr, xd___, 1.4779, 1.07, 55032843984.90, 29671366408.90, 53.92%, 8940694467, 51.76%, 25361477576.00, 46.08%, 8332315986, 48.24%, 6104096396, 35.34%, 4273853353, 24.74%
_cigv, dnath, ___wz, qfomj, bresu, xlypk, 1.4776, 0.96, 55304651818.50, 26493067482.40, 47.90%, 8449931290, 48.92%, 28811584336.10, 52.10%, 8823079163, 51.08%, 6020745888, 34.86%, 4263396943, 24.68%
_cskx, tniah, ___gj, vfowz, predu, qlybm, 1.4761, 0.99, 55959758858.30, 25465535192.30, 45.51%, 8604531610, 49.81%, 30494223666.00, 54.49%, 8668478843, 50.19%, 5855273247, 33.90%, 4007264807, 23.20%
_ucdq, maerp, ybvlk, _htw_, fnois, _gzxj, 1.4727, 1.04, 55803024970.00, 30243711340.10, 54.20%, 8802734647, 50.96%, 25559313629.90, 45.80%, 8470275806, 49.04%, 5965642484, 34.54%, 4089886460, 23.68%
juspx, mearb, zydlq, fvog_, wnith, kc___, 1.4725, 1.12, 54687809969.50, 29981131413.80, 54.82%, 9121605685, 52.81%, 24706678555.70, 45.18%, 8151404768, 47.19%, 5906436138, 34.19%, 4430263335, 25.65%
_ucdq, maerp, ykblv, _htw_, fnois, _gzxj, 1.4702, 1.04, 55897660823.60, 30338347193.70, 54.27%, 8802734647, 50.96%, 25559313629.90, 45.73%, 8470275806, 49.04%, 5965642484, 34.54%, 4089886460, 23.68%
_cskz, tniah, ___gj, fvowx, bredu, qlypm, 1.4699, 0.99, 56052609785.10, 25227027732.60, 45.01%, 8593648317, 49.75%, 30825582052.50, 54.99%, 8679362136, 50.25%, 5830830825, 33.76%, 4114726299, 23.82%
jfubz, niaog, qyclv, kphm_, wtesr, xd___, 1.4655, 1.02, 55821939488.00, 28099406287.80, 50.34%, 8701693512, 50.38%, 27722533200.20, 49.66%, 8571316941, 49.62%, 6160726260, 35.67%, 4217627707, 24.42%
_cigq, dnath, ___wz, vfomj, bresu, xlypk, 1.4633, 0.92, 55455919033.50, 25191893367.80, 45.43%, 8281095347, 47.94%, 30264025665.70, 54.57%, 8991915106, 52.06%, 5974627786, 34.59%, 4353683790, 25.21%
kmuvz, niaog, qbclf, jpyh_, wtesr, xd___, 1.4613, 1.07, 55429077247.80, 29182813298.80, 52.65%, 8946335959, 51.79%, 26246263949.00, 47.35%, 8326674494, 48.21%, 6023812583, 34.87%, 4469133613, 25.87%
_dthx, cnaik, zyjl_, fpou_, bserm, qgwv_, 1.4613, 1.05, 55889383833.40, 27962595493.70, 50.03%, 8850645899, 51.24%, 27926788339.70, 49.97%, 8422364554, 48.76%, 6182072355, 35.79%, 4179652875, 24.20%
_ucdz, maerv, ybqlk, _htw_, fnois, _gpxj, 1.4611, 0.96, 56179499343.30, 29018052324.80, 51.65%, 8454224479, 48.94%, 27161447018.50, 48.35%, 8818785974, 51.06%, 6113853432, 35.40%, 4047447710, 23.43%
_ucdq, marep, ykblv, _htw_, fions, _gzxj, 1.4601, 1.04, 56283332835.00, 30946132554.10, 54.98%, 8802734647, 50.96%, 25337200280.90, 45.02%, 8470275806, 49.04%, 5965642484, 34.54%, 4089886460, 23.68%
kfyuv, niaog, zbclq, jpmh_, wtesr, xd___, 1.4595, 1.04, 55723675740.60, 29219212072.30, 52.44%, 8790863834, 50.89%, 26504463668.30, 47.56%, 8482146619, 49.11%, 6150978899, 35.61%, 4406852366, 25.51%
_cduj, noiam, vfkg_, qzthx, pesrw, _lby_, 1.4564, 0.99, 56464342492.90, 28109012626.50, 49.78%, 8590192758, 49.73%, 28355329866.40, 50.22%, 8682817695, 50.27%, 6223164862, 36.03%, 3988572972, 23.09%
_sthq, gian_, zjyl_, _kuvx, freoc, bdmpw, 1.4549, 1.07, 55862132070.70, 27442311827.50, 49.13%, 8938410411, 51.75%, 28419820243.20, 50.87%, 8334600042, 48.25%, 6030785719, 34.91%, 4344520085, 25.15%
_zdmq, sarey, pbwlx, jfth_, gionc, kuv__, 1.4548, 1.06, 56183986548.30, 29667671189.00, 52.80%, 8893978763, 51.49%, 26516315359.30, 47.20%, 8379031690, 48.51%, 6032170065, 34.92%, 4180151423, 24.20%
_ucdq, marep, ykblv, _htw_, fnois, _gzxj, 1.4544, 1.04, 56505446184.00, 30946132554.10, 54.77%, 8802734647, 50.96%, 25559313629.90, 45.23%, 8470275806, 49.04%, 5965642484, 34.54%, 4089886460, 23.68%
_xcdq, marep, ykblv, _htu_, fnois, _gzwj, 1.4534, 0.94, 56289913158.80, 28840168322.90, 51.24%, 8355863755, 48.38%, 27449744835.90, 48.76%, 8917146698, 51.62%, 5908793595, 34.21%, 4179229253, 24.20%
_duqx, marep, ykblw, _htz_, fions, _cgjv, 1.4517, 0.94, 56249355751.10, 28570980666.50, 50.79%, 8367083118, 48.44%, 27678375084.60, 49.21%, 8905927335, 51.56%, 6009272576, 34.79%, 4214804782, 24.40%
qbsy_, mraek, juplx, wcth_, foinv, _dgz_, 1.4512, 0.98, 56159590881.20, 27879352578.20, 49.64%, 8567914566, 49.60%, 28280238303.00, 50.36%, 8705095887, 50.40%, 6025455871, 34.88%, 4432929850, 25.66%
kmdvz, niaog, qbcuf, jpyh_, wtesr, xl___, 1.4505, 1.06, 56136730843.30, 29448283839.30, 52.46%, 8869682766, 51.35%, 26688447004.00, 47.54%, 8403327687, 48.65%, 6204698972, 35.92%, 4264002594, 24.69%
zfucv, niaog, pbklj, qmyh_, wtesr, xd___, 1.4484, 1.06, 56143832532.90, 29049494987.50, 51.74%, 8889867815, 51.47%, 27094337545.40, 48.26%, 8383142638, 48.53%, 6140018703, 35.55%, 4326661127, 25.05%
_luqb, maerp, ycvdk, _htw_, fnois, _gzxj, 1.4474, 1.04, 56706424311.30, 31147110681.40, 54.93%, 8802734647, 50.96%, 25559313629.90, 45.07%, 8470275806, 49.04%, 5965642484, 34.54%, 4139100716, 23.96%
_ucdq, maerp, ylvbk, _htw_, fnois, _gzxj, 1.4432, 1.04, 56943648050.30, 31384334420.40, 55.11%, 8802734647, 50.96%, 25559313629.90, 44.89%, 8470275806, 49.04%, 5965642484, 34.54%, 4089886460, 23.68%
_cdkq, tianh, ___gj, vbsmz, freou, wlypx, 1.4426, 0.89, 56498990542.70, 24978100417.00, 44.21%, 8135427343, 47.10%, 31520890125.70, 55.79%, 9137583110, 52.90%, 6042530102, 34.98%, 3855237566, 22.32%
blpm_, inaog, _wfdx, jzuc_, vrteh, _sykq, 1.4416, 1.06, 56943527419.70, 29746129688.00, 52.24%, 8893450071, 51.49%, 27197397731.70, 47.76%, 8379560382, 48.51%, 6049250653, 35.02%, 4004148359, 23.18%
