keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_cmp_,dneal,yzkfb,_urg_,hitos,vwxjq,dnealhitos,1150.462762,17.87%,←001.45%,38.78%,←001.13%,57790830259.89,←001.66%,→002.20%,1.70,→002.32%,1.68,1.72,07.82% │ 09.97% │ 11.72% │ 12.24% │ 08.65%,08.71% │ 12.36% │ 11.25% │ 09.41% │ 07.85%,05.53% │ 10.95% │ 15.32% │ 12.60% │ 05.89%,05.76% │ 12.06% │ 15.52% │ 09.84% │ 06.55%,→000.37% │ ←005.92% │ ←004.17% │ →000.95% │ →000.68%,22.04% │ 64.28% │ 13.69%,→027.84% │ →001.55% │ ←111.03%,50.41%,49.59%,50.28%,49.72%,29132695509.14,28658134750.75,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_cmp_,lnead,bjkfy,_usg_,hotir,vwzxq,lneadhotir,1150.296554,17.91%,←001.00%,38.83%,←001.55%,57969278572.80,←000.22%,→001.91%,1.70,→002.39%,1.68,1.72,07.88% │ 10.06% │ 11.66% │ 11.96% │ 08.50%,08.67% │ 11.86% │ 11.49% │ 09.96% │ 07.97%,05.89% │ 11.05% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.03% │ 15.37% │ 09.83% │ 06.63%,→001.12% │ ←001.07% │ ←001.44% │ ←000.84% │ →001.99%,21.96% │ 64.36% │ 13.67%,→027.83% │ →003.94% │ ←113.60%,50.05%,49.95%,50.38%,49.62%,29016515569.15,28952763003.65,8702724823,8570285630,6707198011,1554665139,1539271907,3516148696,3584552948
_yklc,roeng,__fwj,vpmb_,hitas,xudqz,roenghitas,1150.279011,16.40%,←002.11%,39.53%,→000.99%,58521225445.66,→001.15%,←000.05%,1.68,←000.71%,1.68,1.67,08.02% │ 09.66% │ 11.25% │ 12.28% │ 08.50%,08.67% │ 12.81% │ 11.38% │ 09.59% │ 07.83%,06.53% │ 09.26% │ 14.90% │ 13.45% │ 05.61%,05.95% │ 12.51% │ 15.22% │ 09.99% │ 06.58%,←002.38% │ ←000.67% │ →001.16% │ →004.12% │ →001.92%,22.84% │ 63.42% │ 13.75%,←049.87% │ →004.82% │ →041.21%,49.71%,50.29%,49.75%,50.25%,29092079350.30,29429146095.36,8593697566,8679312887,6828840720,1431573518,1401989640,3490368628,3488690307
_cmp_,lnead,wjkbf,_usg_,hotir,vyzxq,lneadhotir,1150.081525,17.33%,←001.44%,39.52%,←001.49%,57875722891.54,←001.16%,→001.59%,1.68,→002.07%,1.66,1.70,07.78% │ 10.13% │ 11.74% │ 11.82% │ 08.83%,08.49% │ 11.89% │ 11.54% │ 09.81% │ 07.97%,05.96% │ 11.05% │ 15.32% │ 12.04% │ 06.01%,05.76% │ 12.04% │ 15.37% │ 09.83% │ 06.63%,→002.44% │ ←003.29% │ ←001.67% │ →000.64% │ ←003.93%,21.97% │ 64.46% │ 13.57%,→028.42% │ →001.46% │ ←105.81%,50.29%,49.71%,50.37%,49.63%,29105234230.00,28770488661.54,8700555498,8572454955,6826692287,1507491534,1486048687,3462628399,3518578969
_cmp_,dneal,yqkfb,_urg_,hotis,vwjxz,dnealhotis,1149.915157,17.71%,←001.79%,38.86%,←001.02%,57901097529.52,←000.86%,→002.53%,1.70,→002.46%,1.68,1.72,07.81% │ 09.91% │ 11.65% │ 12.20% │ 08.64%,08.70% │ 11.89% │ 11.33% │ 09.88% │ 07.99%,05.53% │ 10.92% │ 15.32% │ 12.60% │ 05.89%,05.76% │ 12.03% │ 15.55% │ 09.83% │ 06.58%,→002.31% │ ←000.33% │ ←002.88% │ ←002.63% │ →000.69%,21.86% │ 64.38% │ 13.75%,→027.10% │ →002.62% │ ←104.15%,50.21%,49.79%,50.25%,49.75%,29074099771.50,28826997758.02,8680173623,8592836830,6712099772,1542881444,1515771619,3502402736,3593397147
_cmp_,dneal,yzkfb,_urg_,hotis,vwjqx,dnealhotis,1149.800437,17.87%,←001.45%,38.78%,←001.13%,57977145873.73,←001.00%,→002.20%,1.70,→002.32%,1.68,1.72,07.80% │ 09.94% │ 11.68% │ 12.20% │ 08.63%,08.68% │ 11.94% │ 11.32% │ 09.74% │ 08.07%,05.53% │ 10.95% │ 15.32% │ 12.60% │ 05.89%,05.76% │ 12.03% │ 15.55% │ 09.74% │ 06.64%,→003.31% │ ←002.07% │ ←003.17% │ ←002.19% │ →000.65%,21.92% │ 64.34% │ 13.74%,→027.55% │ →002.37% │ ←106.33%,50.25%,49.75%,50.28%,49.72%,29132695509.14,28844450364.59,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_cmp_,dneal,yzkfb,_urg_,hitos,vwjxq,dnealhitos,1149.455781,17.87%,←001.45%,38.78%,←001.13%,57773954978.46,←001.72%,→002.20%,1.70,→002.32%,1.68,1.72,07.83% │ 09.97% │ 11.72% │ 12.25% │ 08.66%,08.72% │ 12.37% │ 11.28% │ 09.36% │ 07.86%,05.53% │ 10.95% │ 15.32% │ 12.60% │ 05.89%,05.76% │ 12.06% │ 15.55% │ 09.80% │ 06.55%,→000.37% │ ←006.57% │ ←003.93% │ →000.96% │ →000.68%,22.04% │ 64.27% │ 13.69%,→027.84% │ →001.47% │ ←111.24%,50.43%,49.57%,50.28%,49.72%,29132695509.14,28641259469.32,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_mpxy,dneal,gjfcz,burw_,hitos,qvk__,sotihlaend,1149.312999,17.76%,←001.88%,38.70%,←001.57%,57784300662.73,←000.49%,→000.85%,1.70,→001.68%,1.69,1.72,08.17% │ 09.14% │ 12.29% │ 11.35% │ 09.18%,09.44% │ 11.78% │ 12.05% │ 08.88% │ 07.74%,06.45% │ 09.25% │ 16.07% │ 11.44% │ 06.40%,06.10% │ 11.79% │ 16.30% │ 10.32% │ 05.87%,←005.58% │ ←003.00% │ ←001.99% │ →003.63% │ →002.81%,23.63% │ 63.57% │ 12.80%,→043.79% │ →002.77% │ ←308.55%,50.12%,49.88%,50.39%,49.61%,28963249174.63,28821051488.10,8703603400,8569407053,6684718646,1547839783,1519288137,3546379029,3576801980
_mpxy,dneal,fjgcq,burw_,hitos,zvk__,sotihlaend,1149.242710,17.59%,←002.10%,38.78%,←001.45%,57774718625.90,←000.50%,→001.18%,1.70,→001.82%,1.68,1.72,08.11% │ 09.12% │ 12.47% │ 11.30% │ 09.12%,09.51% │ 11.69% │ 12.05% │ 08.89% │ 07.74%,06.45% │ 09.25% │ 16.07% │ 11.44% │ 06.43%,06.07% │ 11.79% │ 16.17% │ 10.32% │ 06.01%,←004.80% │ ←002.63% │ ←003.53% │ →003.33% │ →004.13%,23.52% │ 63.46% │ 13.02%,→043.43% │ →003.34% │ ←303.89%,50.12%,49.88%,50.36%,49.64%,28959249893.15,28815468732.75,8698577068,8574433385,6698717216,1534950378,1503365466,3533510729,3575671710
_xpmv,rtehu,qfwcg,ylob_,dinas,__zkj,rtehudinas,1148.940504,16.69%,→000.30%,38.70%,←000.51%,58956416779.50,←001.88%,→001.37%,1.70,→001.32%,1.69,1.71,08.33% │ 09.62% │ 12.68% │ 11.29% │ 08.55%,08.08% │ 11.74% │ 12.10% │ 09.62% │ 07.99%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 11.85% │ 15.18% │ 10.64% │ 06.68%,←004.29% │ →000.06% │ ←004.79% │ →003.85% │ ←005.80%,24.67% │ 62.28% │ 13.05%,→059.60% │ ←004.76% │ ←643.87%,50.47%,49.53%,50.13%,49.87%,29753280597.89,29203136181.61,8658419367,8614591086,6685081346,1439236008,1443605119,3536807322,3586010987
_bfmy,laend,wjvcq,kurp_,hotis,zgx__,laendhotis,1148.869399,17.68%,←000.67%,38.65%,←001.44%,57822979136.31,←001.87%,→002.69%,1.70,→002.88%,1.68,1.73,07.79% │ 10.11% │ 11.67% │ 12.17% │ 08.72%,08.23% │ 12.36% │ 11.54% │ 09.57% │ 07.83%,05.96% │ 10.12% │ 15.23% │ 13.42% │ 05.63%,05.55% │ 12.39% │ 15.52% │ 09.73% │ 06.45%,→000.56% │ ←005.62% │ ←001.09% │ →001.51% │ ←006.00%,24.53% │ 64.29% │ 11.18%,→028.17% │ →001.08% │ ←180.32%,50.46%,49.54%,50.36%,49.64%,29179685445.50,28643293690.81,8698426737,8574583716,6676442554,1531790970,1521586211,3517104085,3614353016
_zgmb,hteru,vfkcw,ydop_,lains,__jxq,hterulains,1148.561763,16.56%,→002.69%,39.05%,←000.74%,58678723852.32,←001.65%,→001.98%,1.69,→001.88%,1.68,1.71,07.79% │ 09.35% │ 12.71% │ 11.73% │ 08.83%,08.76% │ 11.61% │ 12.06% │ 09.38% │ 07.78%,05.76% │ 11.11% │ 14.77% │ 12.46% │ 06.09%,05.97% │ 12.09% │ 15.38% │ 09.83% │ 06.55%,←000.06% │ →000.23% │ ←005.40% │ ←000.99% │ ←000.79%,26.01% │ 61.87% │ 12.12%,→057.92% │ ←002.16% │ ←1585.53%,50.41%,49.59%,50.18%,49.82%,29579593945.87,29099129906.45,8668316774,8604693679,6744320571,1411029438,1450103340,3496447416,3567131668
_xpmv,rtehu,qfwcg,ylob_,dinas,__jkz,rtehudinas,1148.361320,16.69%,→000.30%,38.70%,←000.51%,58935452965.23,←001.96%,→001.37%,1.70,→001.32%,1.69,1.71,08.33% │ 09.62% │ 12.69% │ 11.29% │ 08.55%,08.08% │ 11.75% │ 12.21% │ 09.62% │ 07.85%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 11.85% │ 15.28% │ 10.64% │ 06.58%,←006.15% │ ←000.01% │ ←003.88% │ →003.89% │ ←005.80%,24.68% │ 62.30% │ 13.02%,→059.60% │ ←004.77% │ ←660.48%,50.48%,49.52%,50.13%,49.87%,29753280597.89,29182172367.34,8658419367,8614591086,6685081346,1439236008,1443605119,3536807322,3586010987
_yklg,roenc,__fwj,vpmb_,hitas,zudxq,roenchitas,1148.265556,16.24%,←000.13%,39.53%,→000.99%,58235606784.20,→002.01%,←000.05%,1.68,←000.71%,1.68,1.67,08.07% │ 09.52% │ 11.25% │ 12.33% │ 08.32%,08.64% │ 12.88% │ 11.42% │ 09.75% │ 07.82%,06.53% │ 09.26% │ 14.90% │ 13.45% │ 05.61%,05.89% │ 12.51% │ 15.22% │ 10.08% │ 06.55%,←003.19% │ →002.38% │ →001.50% │ →004.23% │ →003.68%,21.27% │ 64.90% │ 13.83%,←031.95% │ →001.08% │ →041.27%,49.49%,50.51%,49.75%,50.25%,28821681618.52,29413925165.68,8593697566,8679312887,6828840720,1403798761,1401989640,3490368628,3488690307
_xpmv,rtehu,qfwcg,ylob_,danis,__zkj,rtehudanis,1148.000554,16.69%,→000.30%,38.70%,←000.51%,59085232480.55,←001.44%,→001.37%,1.70,→001.32%,1.69,1.71,08.31% │ 09.60% │ 12.66% │ 11.27% │ 08.53%,08.10% │ 11.82% │ 12.31% │ 09.43% │ 07.99%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 12.54% │ 15.18% │ 09.95% │ 06.68%,←004.06% │ ←001.80% │ ←002.78% │ →004.71% │ ←005.35%,24.75% │ 62.23% │ 13.02%,→059.91% │ ←004.48% │ ←645.27%,50.36%,49.64%,50.13%,49.87%,29753280597.89,29331951882.66,8658419367,8614591086,6685081346,1439236008,1443605119,3536807322,3586010987
_cmp_,dneal,yzkfb,_urg_,hitos,vwqjx,dnealhitos,1147.934719,17.87%,←001.45%,38.78%,←001.13%,57799813526.60,←001.62%,→002.20%,1.70,→002.32%,1.68,1.72,07.82% │ 09.97% │ 11.72% │ 12.24% │ 08.65%,08.71% │ 12.34% │ 11.14% │ 09.41% │ 07.99%,05.53% │ 10.95% │ 15.32% │ 12.60% │ 05.89%,05.76% │ 12.06% │ 15.42% │ 09.84% │ 06.64%,→002.07% │ ←005.91% │ ←005.17% │ →000.82% │ →000.69%,22.01% │ 64.28% │ 13.71%,→027.68% │ →001.59% │ ←109.70%,50.40%,49.60%,50.28%,49.72%,29132695509.14,28667118017.46,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_xpmv,rtehu,zfwcg,ylob_,danis,__qkj,rtehudanis,1147.776065,16.51%,←000.64%,38.86%,←000.63%,59037674379.07,←001.68%,→001.05%,1.70,→001.16%,1.69,1.71,08.36% │ 09.60% │ 12.72% │ 11.28% │ 08.45%,08.10% │ 11.82% │ 12.25% │ 09.42% │ 07.99%,06.66% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 12.54% │ 15.15% │ 09.95% │ 06.68%,←004.57% │ ←001.95% │ ←003.81% │ →004.55% │ ←004.38%,24.76% │ 62.23% │ 13.01%,→059.88% │ ←004.51% │ ←676.42%,50.42%,49.58%,50.16%,49.84%,29764969082.51,29272705296.56,8663445699,8609564754,6712921696,1430564968,1421441456,3528756162,3566221797
_xpmv,rtehu,qfwcg,ylob_,danis,__jkz,rtehudanis,1147.316954,16.69%,→000.30%,38.70%,←000.51%,59058307148.08,←001.53%,→001.37%,1.70,→001.32%,1.69,1.71,08.31% │ 09.60% │ 12.66% │ 11.27% │ 08.53%,08.10% │ 11.82% │ 12.42% │ 09.43% │ 07.85%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 12.54% │ 15.28% │ 09.95% │ 06.58%,←005.93% │ ←001.77% │ ←001.95% │ →004.64% │ ←005.34%,24.77% │ 62.25% │ 12.98%,→059.92% │ ←004.50% │ ←665.33%,50.38%,49.62%,50.13%,49.87%,29753280597.89,29305026550.19,8658419367,8614591086,6685081346,1439236008,1443605119,3536807322,3586010987
_xpmv,rtehu,zfwcg,ylob_,dinas,__qkj,rtehudinas,1147.293554,16.51%,←000.64%,38.86%,←000.63%,58909658838.71,←002.13%,→001.05%,1.70,→001.16%,1.69,1.71,08.38% │ 09.63% │ 12.75% │ 11.30% │ 08.47%,08.08% │ 11.74% │ 12.05% │ 09.61% │ 07.99%,06.66% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 11.85% │ 15.15% │ 10.64% │ 06.68%,←004.81% │ ←000.16% │ ←005.81% │ →003.73% │ ←004.83%,24.67% │ 62.28% │ 13.05%,→059.56% │ ←004.80% │ ←673.36%,50.53%,49.47%,50.16%,49.84%,29764969082.51,29144689756.20,8663445699,8609564754,6712921696,1430564968,1421441456,3528756162,3566221797
_jgmw,hteru,kfvcy,bdop_,lains,__zxq,hterulains,1147.285986,16.44%,→001.70%,39.19%,←001.49%,58363742112.01,←000.84%,→002.83%,1.69,→002.95%,1.66,1.71,07.35% │ 09.52% │ 12.60% │ 11.68% │ 09.06%,08.60% │ 11.88% │ 12.11% │ 09.40% │ 07.80%,05.43% │ 11.21% │ 15.10% │ 12.46% │ 06.17%,05.89% │ 12.09% │ 15.28% │ 09.83% │ 06.55%,→005.73% │ ←001.20% │ ←004.04% │ →001.68% │ ←005.39%,25.92% │ 61.85% │ 12.23%,→056.01% │ →001.82% │ ←1907.01%,50.21%,49.79%,50.37%,49.63%,29304538967.99,29059203144.02,8700329683,8572680770,6769096778,1407279928,1431625847,3468799385,3570003492
_xpmv,rtehu,qfwcg,ylab_,dinos,__zkj,rtehudinos,1146.044686,16.57%,←001.11%,38.70%,←000.51%,58943158260.88,←001.93%,→001.37%,1.70,→001.32%,1.69,1.71,08.33% │ 09.62% │ 12.69% │ 11.29% │ 08.55%,08.07% │ 11.42% │ 12.74% │ 09.24% │ 08.05%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 11.85% │ 15.89% │ 09.93% │ 06.68%,←003.42% │ ←004.09% │ →000.41% │ →001.14% │ ←005.99%,24.71% │ 62.22% │ 13.07%,→059.69% │ ←005.05% │ ←633.47%,50.48%,49.52%,50.13%,49.87%,29753280597.89,29189877662.99,8658419367,8614591086,6685081346,1439236008,1423387216,3536807322,3586010987
_xpmv,rtehu,qfwcg,ylob_,dains,__zkj,rtehudains,1146.025140,16.69%,→000.30%,38.70%,←000.51%,58805349686.28,←002.41%,→001.37%,1.70,→001.32%,1.69,1.71,08.35% │ 09.64% │ 12.72% │ 11.32% │ 08.57%,08.19% │ 11.87% │ 11.96% │ 09.38% │ 08.00%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 12.54% │ 15.28% │ 09.86% │ 06.68%,←004.42% │ ←002.80% │ ←006.29% │ →004.67% │ ←004.63%,24.83% │ 62.09% │ 13.08%,→059.83% │ ←005.99% │ ←646.56%,50.60%,49.40%,50.13%,49.87%,29753280597.89,29052069088.39,8658419367,8614591086,6685081346,1439236008,1443605119,3536807322,3586010987
_xpmv,rtehu,qfwcg,ylob_,dains,__jkz,rtehudains,1145.994976,16.69%,→000.30%,38.70%,←000.51%,58780642040.87,←002.50%,→001.37%,1.70,→001.32%,1.69,1.71,08.35% │ 09.65% │ 12.72% │ 11.32% │ 08.57%,08.19% │ 11.87% │ 12.08% │ 09.38% │ 07.86%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 12.54% │ 15.38% │ 09.86% │ 06.58%,←006.30% │ ←002.79% │ ←005.34% │ →004.60% │ ←004.62%,24.84% │ 62.11% │ 13.05%,→059.83% │ ←006.02% │ ←663.69%,50.62%,49.38%,50.13%,49.87%,29753280597.89,29027361442.98,8658419367,8614591086,6685081346,1439236008,1443605119,3536807322,3586010987
_cmp_,lnead,bjkfy,_urg_,sotih,xwqzv,lneadsotih,1145.992892,17.74%,←002.94%,38.83%,←001.55%,57843219240.17,←000.66%,→001.91%,1.70,→002.39%,1.68,1.72,07.89% │ 10.08% │ 11.68% │ 11.99% │ 08.52%,08.98% │ 11.85% │ 11.42% │ 09.84% │ 07.74%,05.89% │ 11.05% │ 15.32% │ 12.60% │ 05.53%,06.64% │ 12.03% │ 15.42% │ 09.77% │ 05.76%,←001.94% │ ←002.52% │ ←002.25% │ ←001.13% │ →005.13%,21.92% │ 64.40% │ 13.68%,→027.31% │ →003.63% │ ←114.67%,50.16%,49.84%,50.38%,49.62%,29016515569.15,28826703671.02,8702724823,8570285630,6707198011,1554665139,1510200774,3516148696,3584552948
_cmp_,lnead,bzkfy,_usg_,hitor,vwxjq,lneadhitor,1145.992218,18.03%,→000.43%,38.78%,←001.13%,57802207307.12,←000.28%,→002.20%,1.70,→002.32%,1.68,1.72,07.90% │ 09.97% │ 11.70% │ 11.98% │ 08.53%,08.70% │ 12.33% │ 11.26% │ 09.53% │ 08.11%,05.89% │ 10.95% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.06% │ 15.43% │ 09.84% │ 06.63%,→002.58% │ ←004.58% │ ←003.87% │ →002.84% │ →001.99%,21.86% │ 64.54% │ 13.60%,→026.86% │ →003.96% │ ←110.27%,50.07%,49.93%,50.28%,49.72%,28941772591.04,28860434716.08,8685199955,8587810498,6697927748,1554030259,1560794718,3515357763,3594614144
_xpmw,rtehu,qgfcv,ylab_,dinos,__zkj,rtehudinos,1145.987036,16.58%,←001.17%,38.70%,←000.51%,58809757559.78,←001.47%,→001.37%,1.70,→001.32%,1.69,1.71,08.32% │ 09.57% │ 13.16% │ 11.38% │ 07.94%,08.08% │ 11.45% │ 12.77% │ 09.26% │ 08.07%,06.63% │ 11.04% │ 16.30% │ 10.61% │ 05.55%,05.53% │ 11.85% │ 15.89% │ 09.93% │ 06.68%,←003.06% │ ←003.32% │ ←003.08% │ →000.62% │ →001.81%,25.62% │ 62.24% │ 12.14%,→054.86% │ ←004.68% │ ←571.96%,50.37%,49.63%,50.13%,49.87%,29619879896.79,29189877662.99,8658419367,8614591086,6685081346,1440042832,1423387216,3536807322,3586010987
_zpmv,rtehu,qfwcg,ylob_,dains,__jkx,rtehudains,1145.956998,16.50%,→001.45%,38.91%,←000.26%,58745793348.51,←002.10%,→001.92%,1.70,→001.52%,1.68,1.71,08.36% │ 09.51% │ 12.75% │ 11.32% │ 08.58%,08.20% │ 11.87% │ 12.08% │ 09.39% │ 07.94%,06.63% │ 11.11% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 12.54% │ 15.38% │ 09.86% │ 06.64%,←005.21% │ ←001.33% │ ←005.53% │ →004.60% │ ←004.63%,24.74% │ 62.14% │ 13.12%,→060.45% │ ←006.02% │ ←623.96%,50.52%,49.48%,50.06%,49.94%,29678603147.68,29067190200.83,8647536074,8625474379,6721593136,1415070491,1435819047,3508740694,3577565825
_cmp_,lnead,bzkfy,_usg_,hitor,vwjxq,lneadhitor,1145.835191,18.03%,→000.43%,38.78%,←001.13%,57785062123.01,←000.34%,→002.20%,1.70,→002.32%,1.68,1.72,07.90% │ 09.97% │ 11.70% │ 11.98% │ 08.53%,08.70% │ 12.33% │ 11.29% │ 09.48% │ 08.11%,05.89% │ 10.95% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.06% │ 15.47% │ 09.80% │ 06.63%,→002.57% │ ←005.22% │ ←003.63% │ →002.85% │ →001.99%,21.86% │ 64.53% │ 13.60%,→026.86% │ →003.88% │ ←110.48%,50.09%,49.91%,50.28%,49.72%,28941772591.04,28843289531.97,8685199955,8587810498,6697927748,1554030259,1560794718,3515357763,3594614144
_xpmw,rtehu,qgfcv,ylab_,dinos,__jkz,rtehudinos,1145.766435,16.58%,←001.17%,38.70%,←000.51%,58780057270.15,←001.58%,→001.37%,1.70,→001.32%,1.69,1.71,08.32% │ 09.58% │ 13.17% │ 11.38% │ 07.94%,08.09% │ 11.46% │ 12.87% │ 09.25% │ 07.94%,06.63% │ 11.04% │ 16.30% │ 10.61% │ 05.55%,05.53% │ 11.85% │ 15.99% │ 09.93% │ 06.58%,←004.84% │ ←003.55% │ ←002.27% │ →000.66% │ →001.82%,25.63% │ 62.26% │ 12.11%,→054.86% │ ←004.74% │ ←587.39%,50.39%,49.61%,50.13%,49.87%,29619879896.79,29160177373.36,8658419367,8614591086,6685081346,1440042832,1423387216,3536807322,3586010987
_cmp_,lnead,bqkfy,_usg_,hitor,vwjxz,lneadhitor,1145.556531,17.87%,→000.02%,38.86%,←001.02%,57717102667.98,←000.17%,→002.53%,1.70,→002.46%,1.68,1.72,07.91% │ 09.95% │ 11.67% │ 11.98% │ 08.54%,08.71% │ 12.26% │ 11.30% │ 09.50% │ 08.18%,05.89% │ 10.92% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.06% │ 15.47% │ 09.80% │ 06.66%,→003.29% │ ←004.69% │ ←003.25% │ →002.30% │ →002.05%,21.78% │ 64.58% │ 13.64%,→026.24% │ →004.17% │ ←106.82%,50.04%,49.96%,50.25%,49.75%,28882683245.28,28834419422.70,8680173623,8592836830,6712099772,1542881444,1543259720,3502402736,3593397147
_cmdb,rneag,__jqf,xylw_,hotis,vupkz,rneaghotis,1145.543465,18.50%,←001.35%,38.06%,←000.80%,58524985112.07,→000.05%,←001.36%,1.72,←000.40%,1.72,1.72,07.99% │ 09.86% │ 11.15% │ 12.28% │ 08.71%,08.78% │ 11.68% │ 11.50% │ 10.20% │ 07.85%,06.53% │ 10.82% │ 14.80% │ 12.19% │ 05.86%,05.95% │ 12.04% │ 15.21% │ 10.02% │ 06.58%,←001.82% │ →003.39% │ →003.01% │ ←005.06% │ →000.78%,23.25% │ 63.89% │ 12.86%,←066.32% │ →000.86% │ →060.22%,49.99%,50.01%,50.20%,49.80%,29254989828.29,29269995283.78,8670958189,8602052264,6573348563,1608433749,1587055055,3641631625,3592919467
_zpmf,rtehu,qgwcv,ylab_,dions,__jkx,rtehudions,1145.142238,16.38%,←000.25%,38.91%,←000.26%,58447753030.72,←002.46%,→001.92%,1.70,→001.52%,1.68,1.71,08.39% │ 09.52% │ 12.71% │ 11.27% │ 08.72%,08.19% │ 11.64% │ 11.95% │ 09.54% │ 08.07%,06.63% │ 10.97% │ 15.81% │ 10.61% │ 06.04%,05.53% │ 11.85% │ 16.06% │ 09.86% │ 06.64%,←003.97% │ →000.22% │ ←006.30% │ →003.15% │ ←006.46%,26.29% │ 62.00% │ 11.70%,→051.30% │ ←006.08% │ ←521.28%,50.61%,49.39%,50.06%,49.94%,29579082428.51,28868670602.21,8647536074,8625474379,6721593136,1416049717,1412478585,3508740694,3577565825
_gwcz,daenl,fjbpv,kysu_,htior,qmx__,daenlhtior,1145.106999,17.95%,←000.41%,39.08%,←001.12%,57786107156.12,←000.53%,→001.43%,1.69,→001.75%,1.68,1.71,07.99% │ 10.67% │ 11.82% │ 11.64% │ 08.02%,08.13% │ 11.79% │ 11.41% │ 10.63% │ 07.90%,06.01% │ 10.55% │ 15.28% │ 12.96% │ 05.47%,05.53% │ 13.10% │ 14.23% │ 10.34% │ 06.53%,←001.10% │ ←000.36% │ ←003.62% │ →001.33% │ →001.45%,22.65% │ 64.17% │ 13.18%,→038.60% │ →001.38% │ ←173.72%,50.13%,49.87%,50.28%,49.72%,28969053753.61,28817053402.51,8684400227,8588610226,6750945002,1553498767,1547095645,3503034627,3553920026
_qpmf,rtehu,zgwcv,ylab_,dions,__jkx,rtehudions,1145.098981,16.38%,←000.27%,38.91%,←000.26%,58442968575.72,←002.44%,→001.92%,1.70,→001.52%,1.68,1.71,08.43% │ 09.49% │ 12.71% │ 11.27% │ 08.70%,08.19% │ 11.64% │ 11.95% │ 09.54% │ 08.07%,06.66% │ 10.95% │ 15.81% │ 10.61% │ 06.04%,05.53% │ 11.85% │ 16.06% │ 09.86% │ 06.64%,←004.48% │ →000.55% │ ←006.35% │ →003.13% │ ←006.14%,26.26% │ 61.99% │ 11.75%,→051.48% │ ←006.02% │ ←523.80%,50.60%,49.40%,50.06%,49.94%,29574297973.51,28868670602.21,8647536074,8625474379,6721593136,1416336435,1412478585,3508740694,3577565825
_wpfb,daenl,gjvcq,kyru_,htios,zmx__,daenlhtios,1144.916856,17.70%,←002.07%,39.16%,←001.00%,57695666494.65,←000.78%,→001.76%,1.69,→001.89%,1.67,1.70,08.10% │ 10.10% │ 11.70% │ 11.52% │ 08.78%,08.19% │ 11.82% │ 11.40% │ 10.53% │ 07.87%,05.87% │ 10.19% │ 15.19% │ 13.00% │ 05.99%,05.55% │ 13.10% │ 14.31% │ 10.34% │ 06.45%,←002.94% │ →004.02% │ ←002.62% │ →002.57% │ ←007.17%,22.83% │ 64.47% │ 12.70%,→034.01% │ →001.31% │ ←152.61%,50.20%,49.80%,50.25%,49.75%,28960558885.00,28735107609.65,8679373895,8593636558,6764001148,1544619586,1513306414,3490637539,3553260968
_zpmv,rtehu,qgwcf,ylab_,dions,__jkx,rtehudions,1144.736675,16.37%,←000.18%,38.91%,←000.26%,58490249138.96,←002.61%,→001.92%,1.70,→001.52%,1.68,1.71,08.40% │ 09.50% │ 12.75% │ 11.26% │ 08.73%,08.19% │ 11.63% │ 11.94% │ 09.53% │ 08.07%,06.63% │ 10.97% │ 15.81% │ 10.61% │ 06.04%,05.53% │ 11.85% │ 16.06% │ 09.86% │ 06.64%,←004.09% │ →000.31% │ ←006.79% │ →003.15% │ ←006.63%,24.71% │ 62.01% │ 13.28%,→060.16% │ ←006.26% │ ←618.80%,50.64%,49.36%,50.06%,49.94%,29621578536.75,28868670602.21,8647536074,8625474379,6721593136,1415070491,1412478585,3508740694,3577565825
